HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2457078.14729,2015-02-24.6496125,ba,1.61,15.583,12.529,0.014,37.357,0.481,V
2457078.14879,2015-02-24.6510975,ba,1.69,15.599,12.543,0.014,36.870,0.476,V
2457079.15166,2015-02-25.6538819,ba,2.06,15.573,12.566,0.015,36.097,0.481,V
2457079.15340,2015-02-25.6556204,ba,2.02,15.521,12.542,0.015,36.898,0.501,V
2457080.15561,2015-02-26.6577473,ba,1.73,15.577,12.501,0.014,38.331,0.479,V
2457080.15710,2015-02-26.6592429,ba,1.81,15.628,12.487,0.013,38.841,0.462,V
2457081.14538,2015-02-27.6474451,ba,1.77,15.597,12.558,0.014,36.370,0.468,V
2457081.14685,2015-02-27.6489038,ba,1.64,15.659,12.507,0.013,38.148,0.439,V
2457083.14025,2015-03-01.6421178,ba,1.98,15.613,12.554,0.014,36.507,0.464,V
2457083.14165,2015-03-01.6435215,ba,2.00,15.605,12.547,0.014,36.758,0.468,V
2457084.13753,2015-03-02.6393052,ba,2.07,15.517,12.550,0.015,36.624,0.499,V
2457084.13894,2015-03-02.6407180,ba,2.07,15.567,12.536,0.014,37.085,0.480,V
2457085.13517,2015-03-03.6368565,ba,2.10,15.478,12.500,0.014,38.378,0.506,V
2457085.13658,2015-03-03.6382718,ba,2.10,15.525,12.504,0.014,38.205,0.490,V
2457102.14526,2015-03-20.6457175,ba,1.69,15.600,12.531,0.014,37.293,0.463,V
2457102.14683,2015-03-20.6472856,ba,1.65,15.532,12.552,0.015,36.572,0.496,V
2457107.15554,2015-03-25.6554969,ba,2.00,15.047,12.547,0.023,36.726,0.773,V
2457112.13212,2015-03-30.6315930,ba,1.57,15.654,12.520,0.013,37.666,0.442,V
2457112.13380,2015-03-30.6332640,ba,1.92,15.641,12.570,0.014,35.961,0.452,V
2457114.13801,2015-04-01.6372778,ba,2.19,15.524,12.530,0.015,37.325,0.492,V
2457114.13958,2015-04-01.6388461,ba,2.20,15.645,12.522,0.013,37.591,0.455,V
2457115.13626,2015-04-02.6354246,ba,2.13,15.579,12.495,0.014,38.516,0.479,V
2457133.07271,2015-04-20.5701877,ba,1.95,99.990,99.990,99.990,99.990,99.990,V
2457136.04274,2015-04-23.5399478,ba,1.60,15.684,12.555,0.013,36.447,0.432,V
2457136.04425,2015-04-23.5414633,ba,1.65,15.633,12.544,0.014,36.846,0.452,V
2457137.07374,2015-04-24.5708631,ba,1.62,15.665,12.551,0.013,36.624,0.438,V
2457137.07532,2015-04-24.5724381,ba,1.64,15.712,12.491,0.012,38.693,0.423,V
2457138.08348,2015-04-25.5805195,ba,1.68,15.694,12.469,0.012,39.491,0.439,V
2457138.08502,2015-04-25.5820501,ba,1.69,15.685,12.486,0.012,38.873,0.442,V
2457162.02574,2015-05-19.5210260,ba,1.97,15.515,12.525,0.015,37.483,0.512,V
2457162.02737,2015-05-19.5226520,ba,1.97,15.565,12.506,0.014,38.159,0.485,V
2457163.02049,2015-05-20.5157200,ba,1.97,15.624,12.476,0.012,39.227,0.450,V
2457163.02201,2015-05-20.5172398,ba,1.59,15.617,12.547,0.014,36.748,0.454,V
2457164.00410,2015-05-21.4992699,ba,2.02,15.682,12.552,0.013,36.592,0.435,V
2457164.00564,2015-05-21.5008120,ba,2.04,15.676,12.583,0.014,35.536,0.438,V
2457166.99888,2015-05-24.4939050,ba,1.98,15.568,12.548,0.015,36.715,0.475,V
2457167.00044,2015-05-24.4954561,ba,1.99,15.657,12.559,0.014,36.344,0.446,V
2457167.98356,2015-05-25.4785313,ba,1.60,15.684,12.526,0.013,37.466,0.432,V
2457167.98517,2015-05-25.4801443,ba,1.95,15.701,12.520,0.013,37.676,0.431,V
2457174.96019,2015-06-01.4548438,ba,1.73,99.990,99.990,99.990,99.990,99.990,V
2457174.96183,2015-06-01.456475,ba,2.01,99.990,99.990,99.990,99.990,99.990,V
2457179.99829,2015-06-06.4927535,ba,1.98,15.426,12.546,0.016,36.792,0.536,V
2457179.99990,2015-06-06.4943658,ba,1.95,15.411,12.553,0.017,36.533,0.548,V
2457180.93931,2015-06-07.4337420,ba,1.95,15.476,12.536,0.016,37.119,0.514,V
2457180.94079,2015-06-07.4352266,ba,1.97,15.476,12.552,0.015,36.580,0.512,V
2457183.96970,2015-06-10.4640605,ba,2.03,15.757,12.561,0.013,36.255,0.400,V
2457183.97128,2015-06-10.4656310,ba,2.01,15.713,12.583,0.013,35.539,0.419,V
2457185.96807,2015-06-12.4623791,ba,2.16,15.612,12.538,0.014,37.040,0.456,V
2457188.94171,2015-06-15.4359628,ba,2.03,15.521,12.530,0.015,37.301,0.503,V
2457188.94328,2015-06-15.4375388,ba,2.04,15.460,12.533,0.016,37.199,0.530,V
2457189.95436,2015-06-16.4486018,ba,1.98,15.404,12.557,0.017,36.399,0.555,V
2457189.95589,2015-06-16.4501332,ba,1.99,15.264,12.541,0.019,36.925,0.642,V
2457190.94502,2015-06-17.4392460,ba,1.98,15.554,12.499,0.014,38.416,0.489,V
2457190.94650,2015-06-17.4407275,ba,1.97,15.584,12.543,0.014,36.885,0.476,V
2457191.96039,2015-06-18.4545814,ba,1.72,15.618,12.540,0.014,36.977,0.461,V
2457191.96175,2015-06-18.4559417,ba,1.64,15.650,12.535,0.012,37.154,0.435,V
2457192.95479,2015-06-19.4489712,ba,1.65,15.618,12.556,0.013,36.459,0.448,V
2457192.95633,2015-06-19.4505159,ba,1.61,15.694,12.564,0.013,36.152,0.425,V
2457193.95540,2015-06-20.4495719,ba,1.99,15.595,12.506,0.014,38.148,0.473,V
2457193.95691,2015-06-20.4510817,ba,2.00,15.710,12.526,0.013,37.488,0.422,V
2457194.95446,2015-06-21.4486297,ba,2.08,15.620,12.510,0.013,37.987,0.462,V
2457194.95601,2015-06-21.4501712,ba,2.09,15.591,12.495,0.014,38.543,0.469,V
2457195.93997,2015-06-22.4341326,ba,2.02,15.581,12.581,0.015,35.585,0.473,V
2457195.94145,2015-06-22.4356106,ba,2.00,15.625,12.530,0.014,37.299,0.461,V
2457196.94605,2015-06-23.4402074,ba,1.99,15.704,12.532,0.013,37.237,0.427,V
2457196.94758,2015-06-23.4417402,ba,1.99,15.604,12.535,0.014,37.123,0.461,V
2457201.92074,2015-06-28.4149089,ba,1.57,15.719,12.534,0.013,37.194,0.424,V
2457201.92226,2015-06-28.4164276,ba,1.67,15.435,12.543,0.016,36.888,0.535,V
2457209.90889,2015-07-06.4031159,ba,1.99,15.509,12.506,0.015,38.152,0.503,V
2457209.91042,2015-07-06.4046462,ba,1.98,15.517,12.555,0.015,36.488,0.510,V
2457210.89903,2015-07-07.3932721,ba,1.70,15.643,12.528,0.013,37.373,0.449,V
2457210.90059,2015-07-07.3948266,ba,1.63,15.697,12.497,0.012,38.451,0.434,V
2457212.86335,2015-07-09.3576290,ba,1.66,15.663,12.562,0.014,36.234,0.441,V
2457212.86485,2015-07-09.3591284,ba,1.64,15.647,12.545,0.014,36.813,0.444,V
2457217.86862,2015-07-14.3630243,ba,1.64,15.591,12.538,0.014,37.052,0.464,V
2457217.87011,2015-07-14.3645218,ba,1.72,15.660,12.488,0.013,38.799,0.444,V
2457222.84613,2015-07-19.3407001,ba,1.71,15.618,12.512,0.014,37.927,0.460,V
2457222.84770,2015-07-19.3422707,ba,1.63,15.664,12.545,0.013,36.797,0.444,V
2457227.85308,2015-07-24.3478545,ba,1.75,15.645,12.526,0.013,37.464,0.451,V
2457227.85455,2015-07-24.3493310,ba,1.73,15.591,12.544,0.014,36.850,0.477,V
2457235.83153,2015-08-01.3267126,ba,1.97,15.343,12.544,0.018,36.832,0.585,V
2457235.83296,2015-08-01.3281366,ba,2.00,15.313,12.496,0.017,38.486,0.600,V
2457237.82939,2015-08-03.3246869,ba,1.97,15.530,12.550,0.015,36.666,0.496,V
2457237.83081,2015-08-03.3261001,ba,1.61,15.573,12.543,0.014,36.879,0.476,V
2457240.80976,2015-08-06.3052410,ba,1.64,15.717,12.526,0.013,37.451,0.422,V
2457240.81117,2015-08-06.3066521,ba,1.71,15.673,12.527,0.013,37.405,0.436,V
2457243.80364,2015-08-09.2993140,ba,1.69,15.690,12.520,0.013,37.644,0.433,V
2457243.80508,2015-08-09.3007504,ba,1.62,15.607,12.558,0.014,36.382,0.456,V
2457244.81431,2015-08-10.3100490,ba,1.69,15.662,12.523,0.013,37.589,0.444,V
2457244.81572,2015-08-10.3114572,ba,1.97,15.619,12.534,0.014,37.182,0.455,V
2457245.79923,2015-08-11.2950346,ba,1.75,15.692,12.568,0.013,36.063,0.430,V
2457245.80063,2015-08-11.2964309,ba,1.61,15.705,12.444,0.012,40.395,0.428,V
2457246.79844,2015-08-12.2943174,ba,1.68,15.608,12.556,0.014,36.438,0.457,V
2457246.79986,2015-08-12.2957300,ba,1.65,15.710,12.585,0.013,35.496,0.422,V
2457247.79611,2015-08-13.2920560,ba,1.79,15.201,12.587,0.021,35.411,0.665,V
2457247.79764,2015-08-13.2935896,ba,1.71,15.328,12.520,0.017,37.663,0.591,V
2457248.82073,2015-08-14.3167453,ba,2.00,15.755,12.540,0.012,36.974,0.408,V
2457248.82213,2015-08-14.3181484,ba,2.00,15.633,12.562,0.014,36.244,0.452,V
2457250.78779,2015-08-16.2839490,ba,1.80,15.639,12.555,0.014,36.469,0.456,V
2457250.78926,2015-08-16.2854226,ba,1.85,15.581,12.562,0.015,36.235,0.485,V
2457251.78656,2015-08-17.2827950,ba,1.72,15.696,12.573,0.013,35.892,0.421,V
2457251.78800,2015-08-17.2842363,ba,1.66,15.668,12.534,0.013,37.172,0.440,V
2457263.74699,2015-08-29.2442067,ba,2.08,15.065,12.555,0.023,36.486,0.759,V
2457263.74825,2015-08-29.2454614,ba,2.08,14.841,12.551,0.028,36.589,0.914,V
2457263.74951,2015-08-29.2467221,ba,2.09,14.871,12.494,0.025,38.576,0.877,V
2457264.74653,2015-08-30.2438314,ba,2.05,15.402,12.537,0.017,37.082,0.563,V
2457264.74777,2015-08-30.2450767,ba,2.02,15.318,12.535,0.018,37.160,0.608,V
2457264.74903,2015-08-30.2463280,ba,2.04,15.278,12.512,0.018,37.938,0.617,V
2457268.73367,2015-09-03.2313225,ba,2.00,15.342,12.565,0.018,36.152,0.580,V
2457268.73459,2015-09-03.2322430,ba,2.04,15.479,12.584,0.016,35.523,0.525,V
2457268.73549,2015-09-03.2331503,ba,2.02,15.513,12.539,0.015,37.011,0.508,V
2457455.83821,2016-03-08.3397856,be,1.49,15.573,12.538,0.013,37.041,0.466,V
2457455.83953,2016-03-08.3411122,be,1.48,15.657,12.523,0.012,37.573,0.436,V
2457455.84082,2016-03-08.3423994,be,1.46,15.593,12.546,0.013,36.789,0.461,V
2457456.83343,2016-03-09.3349129,be,1.45,15.534,12.572,0.015,35.916,0.490,V
2457456.83470,2016-03-09.3361900,be,1.52,15.572,12.588,0.014,35.368,0.466,V
2457456.83598,2016-03-09.3374690,be,1.45,15.573,12.559,0.015,36.327,0.470,V
2457458.87384,2016-03-11.3751296,be,1.45,15.651,12.543,0.013,36.878,0.439,V
2457458.87513,2016-03-11.3764165,be,1.48,15.537,12.547,0.015,36.750,0.487,V
2457458.87642,2016-03-11.3777070,be,1.52,15.658,12.531,0.013,37.283,0.438,V
2457461.87918,2016-03-14.3801746,be,1.59,15.569,12.570,0.014,35.970,0.469,V
2457462.85087,2016-03-15.3517664,be,1.48,15.652,12.499,0.013,38.416,0.439,V
2457462.85214,2016-03-15.3530410,be,1.56,15.588,12.504,0.013,38.228,0.458,V
2457462.85343,2016-03-15.3543271,be,1.58,15.617,12.498,0.013,38.443,0.453,V
2457468.80031,2016-03-21.300625,be,1.62,14.999,12.532,0.023,37.230,0.785,V
2457468.80161,2016-03-21.3019254,be,1.50,15.234,12.532,0.019,37.259,0.647,V
2457468.80290,2016-03-21.3032120,be,1.63,15.258,12.528,0.019,37.391,0.625,V
2457469.90324,2016-03-22.4034358,be,1.53,15.324,12.541,0.018,36.942,0.588,V
2457469.90456,2016-03-22.4047594,be,1.53,15.345,12.527,0.017,37.398,0.580,V
2457469.90586,2016-03-22.4060571,be,1.52,15.422,12.520,0.015,37.658,0.536,V
2457480.87909,2016-04-02.3781989,be,1.64,15.592,12.536,0.014,37.110,0.469,V
2457480.88037,2016-04-02.3794906,be,1.43,15.661,12.561,0.014,36.279,0.436,V
2457480.88167,2016-04-02.3807832,be,1.51,15.529,12.535,0.014,37.129,0.485,V
2457486.88276,2016-04-08.3812880,be,1.42,15.599,12.554,0.014,36.498,0.461,V
2457486.88405,2016-04-08.3825796,be,1.50,15.603,12.568,0.013,36.032,0.456,V
2457486.88535,2016-04-08.3838767,be,1.55,15.614,12.564,0.014,36.183,0.454,V
2457491.08872,2016-04-12.5868468,ba,2.04,15.724,12.598,0.013,35.067,0.428,V
2457491.08998,2016-04-12.5881034,ba,2.09,15.639,12.597,0.014,35.083,0.463,V
2457491.09122,2016-04-12.5893450,ba,2.06,15.606,12.602,0.015,34.911,0.467,V
2457492.07760,2016-04-13.5756364,ba,2.06,15.610,12.497,0.013,38.482,0.465,V
2457492.07886,2016-04-13.5768927,ba,2.03,15.675,12.548,0.013,36.716,0.453,V
2457492.08010,2016-04-13.5781329,ba,2.02,15.664,12.500,0.013,38.354,0.451,V
2457493.09701,2016-04-14.5949508,ba,2.03,15.629,12.473,0.013,39.341,0.463,V
2457493.09827,2016-04-14.5962144,ba,2.02,15.546,12.540,0.015,36.986,0.501,V
2457493.09953,2016-04-14.5974709,ba,2.01,15.610,12.451,0.013,40.113,0.480,V
2457500.05792,2016-04-21.5552280,ba,1.96,15.285,12.561,0.019,36.267,0.612,V
2457500.05917,2016-04-21.5564813,ba,1.97,15.376,12.593,0.018,35.222,0.568,V
2457500.06043,2016-04-21.5577410,ba,1.97,15.347,12.549,0.018,36.672,0.597,V
2457514.02179,2016-05-05.5179512,ba,1.95,15.599,12.581,0.015,35.598,0.478,V
2457514.02304,2016-05-05.5192049,ba,1.97,15.657,12.578,0.014,35.687,0.452,V
2457514.02428,2016-05-05.5204469,ba,1.98,15.650,12.457,0.013,39.935,0.460,V
2457523.99596,2016-05-15.4914399,ba,1.98,15.644,12.577,0.014,35.747,0.457,V
2457523.99721,2016-05-15.4926893,ba,1.70,15.541,12.639,0.018,33.776,0.548,V
2457523.99847,2016-05-15.4939424,ba,1.78,15.559,12.609,0.015,34.702,0.492,V
2457528.98270,2016-05-20.4778805,ba,2.03,15.335,12.555,0.018,36.443,0.591,V
2457528.98396,2016-05-20.4791400,ba,1.99,15.324,12.550,0.018,36.626,0.601,V
2457528.98521,2016-05-20.4803932,ba,2.01,15.283,12.583,0.019,35.552,0.629,V
2457536.80667,2016-05-28.3014554,be,1.50,15.543,12.543,0.014,36.892,0.481,V
2457536.80798,2016-05-28.3027628,be,1.49,15.543,12.548,0.015,36.705,0.484,V
2457536.80927,2016-05-28.3040553,be,1.52,15.578,12.567,0.014,36.073,0.465,V
2457542.99954,2016-06-03.4940803,ba,1.68,15.623,12.527,0.014,37.398,0.466,V
2457543.00080,2016-06-03.4953357,ba,1.62,15.663,12.558,0.014,36.368,0.449,V
2457543.00205,2016-06-03.4965853,ba,1.70,15.768,12.572,0.013,35.877,0.416,V
2457548.79911,2016-06-09.2934637,be,1.52,15.721,12.536,0.013,37.129,0.420,V
2457548.80041,2016-06-09.2947642,be,1.56,15.625,12.548,0.014,36.719,0.449,V
2457548.80170,2016-06-09.2960600,be,1.47,15.613,12.549,0.014,36.658,0.458,V
2457557.66451,2016-06-18.1586962,be,1.58,15.427,12.580,0.017,35.620,0.548,V
2457557.66579,2016-06-18.1599679,be,1.59,15.371,12.575,0.017,35.774,0.560,V
2457557.66708,2016-06-18.1612616,be,1.51,15.382,12.583,0.018,35.549,0.562,V
2457562.67558,2016-06-23.1697282,be,1.70,99.990,99.990,99.990,99.990,99.990,V
2457562.67687,2016-06-23.1710185,be,1.76,14.305,12.458,0.041,39.879,1.498,V
2457562.67815,2016-06-23.1722957,be,1.66,14.503,12.591,0.038,35.249,1.227,V
2457563.81566,2016-06-24.3097967,be,1.70,15.436,12.563,0.017,36.196,0.539,V
2457563.81694,2016-06-24.3110755,be,1.67,15.481,12.570,0.016,35.969,0.512,V
2457563.81822,2016-06-24.3123594,be,1.56,15.369,12.549,0.017,36.652,0.567,V
2457567.87091,2016-06-28.3650545,ba,1.81,15.533,12.555,0.015,36.439,0.502,V
2457567.87216,2016-06-28.3663081,ba,1.66,15.623,12.522,0.014,37.583,0.479,V
2457567.87341,2016-06-28.3675594,ba,1.64,15.671,12.529,0.013,37.345,0.462,V
2457568.72251,2016-06-29.2166606,be,1.68,15.621,12.555,0.014,36.485,0.457,V
2457568.72380,2016-06-29.2179456,be,1.65,15.550,12.554,0.015,36.485,0.483,V
2457568.72507,2016-06-29.2192229,be,1.70,15.575,12.558,0.014,36.360,0.468,V
2457575.91008,2016-07-06.4043212,ba,1.60,15.576,12.513,0.014,37.884,0.477,V
2457575.91132,2016-07-06.4055615,ba,1.51,15.672,12.512,0.013,37.956,0.452,V
2457575.91258,2016-07-06.4068130,ba,1.65,15.623,12.429,0.013,40.965,0.472,V
2457576.70239,2016-07-07.1966395,be,1.66,15.588,12.574,0.015,35.854,0.468,V
2457576.70366,2016-07-07.1979141,be,1.43,15.636,12.562,0.014,36.232,0.446,V
2457576.70494,2016-07-07.1991973,be,1.48,15.653,12.575,0.014,35.777,0.442,V
2457581.88897,2016-07-12.3833403,ba,1.56,15.442,12.518,0.016,37.711,0.557,V
2457581.89021,2016-07-12.3845859,ba,1.69,15.590,12.584,0.015,35.507,0.476,V
2457581.89147,2016-07-12.3858444,ba,1.75,15.464,12.557,0.016,36.377,0.531,V
2457582.83349,2016-07-13.3278877,ba,1.53,15.522,12.535,0.015,37.162,0.507,V
2457582.83475,2016-07-13.3291495,ba,1.57,15.536,12.529,0.015,37.365,0.492,V
2457582.83600,2016-07-13.3304027,ba,1.61,15.565,12.525,0.014,37.495,0.494,V
2457590.74016,2016-07-21.2348372,be,1.49,15.171,12.534,0.020,37.176,0.682,V
2457590.74144,2016-07-21.2361156,be,1.53,15.324,12.495,0.017,38.515,0.600,V
2457590.74272,2016-07-21.2374023,be,1.58,15.292,12.546,0.018,36.755,0.613,V
2457591.50663,2016-07-22.0013436,be,1.42,15.551,12.556,0.015,36.446,0.479,V
2457591.50793,2016-07-22.0026432,be,1.46,15.613,12.561,0.014,36.282,0.455,V
2457591.50922,2016-07-22.0039293,be,1.56,15.681,12.546,0.012,36.752,0.424,V
2457596.83897,2016-07-27.3339255,ba,2.17,15.543,12.516,0.014,37.800,0.498,V
2457596.84025,2016-07-27.3352091,ba,2.10,15.564,12.560,0.015,36.301,0.480,V
2457596.84151,2016-07-27.3364629,ba,2.07,15.567,12.479,0.014,39.111,0.486,V
2457598.84725,2016-07-29.3423084,ba,2.39,15.506,12.556,0.015,36.418,0.503,V
2457598.84850,2016-07-29.3435590,ba,2.27,15.529,12.563,0.015,36.197,0.506,V
2457598.84975,2016-07-29.3448131,ba,2.17,15.548,12.575,0.015,35.803,0.493,V
2457600.81406,2016-07-31.3092232,ba,1.65,15.746,12.574,0.013,35.849,0.413,V
2457600.81530,2016-07-31.3104752,ba,1.61,15.678,12.575,0.014,35.791,0.462,V
2457600.81657,2016-07-31.3117373,ba,1.58,15.689,12.504,0.013,38.195,0.459,V
2457602.82453,2016-08-02.3198170,ba,1.70,15.653,12.536,0.013,37.117,0.457,V
2457602.82579,2016-08-02.3210690,ba,1.61,15.669,12.576,0.014,35.750,0.450,V
2457602.82704,2016-08-02.3223215,ba,1.65,15.655,12.517,0.013,37.792,0.461,V
2457603.78609,2016-08-03.2814322,ba,1.66,15.715,12.507,0.012,38.129,0.445,V
2457603.78735,2016-08-03.2826943,ba,1.62,15.645,12.598,0.014,35.073,0.471,V
2457603.78862,2016-08-03.2839594,ba,1.70,15.660,12.501,0.014,38.314,0.474,V
2457604.55201,2016-08-04.0473946,be,1.54,15.622,12.554,0.014,36.526,0.453,V
2457604.55330,2016-08-04.0486813,be,1.54,15.712,12.531,0.013,37.288,0.418,V
2457604.55460,2016-08-04.0499810,be,1.55,15.586,12.553,0.014,36.545,0.465,V
2457606.60430,2016-08-06.0998069,be,1.47,15.672,12.558,0.013,36.387,0.437,V
2457606.60558,2016-08-06.1010940,be,1.62,15.571,12.578,0.015,35.724,0.473,V
2457606.60687,2016-08-06.1023780,be,1.50,15.619,12.575,0.014,35.775,0.456,V
2457608.61269,2016-08-08.1083290,be,1.51,15.582,12.570,0.014,35.996,0.465,V
2457608.61397,2016-08-08.1096177,be,1.55,15.609,12.568,0.014,36.040,0.459,V
2457608.61527,2016-08-08.1109170,be,1.54,15.604,12.554,0.014,36.509,0.460,V
2457617.61514,2016-08-17.1114275,be,1.50,15.339,12.512,0.017,37.966,0.581,V
2457617.61644,2016-08-17.1127194,be,1.56,15.438,12.549,0.015,36.671,0.529,V
2457617.61772,2016-08-17.1140040,be,1.48,15.319,12.549,0.017,36.657,0.585,V
2457620.77227,2016-08-20.2688035,ba,1.66,15.473,12.543,0.016,36.899,0.520,V
2457620.77353,2016-08-20.2700564,ba,1.67,15.563,12.605,0.015,34.830,0.490,V
2457620.77478,2016-08-20.2713108,ba,1.68,15.616,12.549,0.014,36.676,0.479,V
2457623.68607,2016-08-23.1828358,be,1.71,15.479,12.574,0.016,35.822,0.513,V
2457623.68736,2016-08-23.1841228,be,1.65,15.489,12.581,0.016,35.595,0.510,V
2457623.68865,2016-08-23.1854140,be,1.67,15.497,12.579,0.016,35.686,0.504,V
2457624.68261,2016-08-24.1794576,be,1.41,15.566,12.542,0.013,36.930,0.471,V
2457624.68389,2016-08-24.1807344,be,1.54,15.540,12.530,0.015,37.292,0.485,V
2457624.68519,2016-08-24.1820346,be,1.48,15.526,12.557,0.015,36.417,0.491,V
2457625.61742,2016-08-25.1143469,be,1.46,15.548,12.569,0.014,35.979,0.476,V
2457625.61871,2016-08-25.1156333,be,1.49,15.601,12.573,0.013,35.879,0.449,V
2457625.62000,2016-08-25.1169228,be,1.47,15.597,12.587,0.015,35.395,0.460,V
2457626.56528,2016-08-26.0622893,be,1.56,15.599,12.588,0.014,35.377,0.457,V
2457626.56657,2016-08-26.0635798,be,1.43,15.560,12.562,0.015,36.251,0.479,V
2457626.56787,2016-08-26.0648768,be,1.49,15.618,12.551,0.014,36.593,0.453,V
2457630.74198,2016-08-30.2393437,ba,2.02,15.550,12.487,0.014,38.825,0.494,V
2457630.74324,2016-08-30.2406089,ba,2.01,15.608,12.510,0.014,38.015,0.485,V
2457630.74451,2016-08-30.2418722,ba,2.01,15.649,12.564,0.014,36.172,0.441,V
2457631.59684,2016-08-31.0942804,be,1.44,15.610,12.559,0.014,36.334,0.456,V
2457631.59942,2016-08-31.0968667,be,1.54,15.611,12.562,0.014,36.214,0.454,V
2457634.54789,2016-09-03.0456023,be,1.77,15.604,12.553,0.014,36.558,0.465,V
2457634.54915,2016-09-03.0468548,be,1.76,15.551,12.545,0.015,36.797,0.481,V
2457634.55042,2016-09-03.0481307,be,1.65,15.634,12.546,0.014,36.744,0.451,V
2457638.52510,2016-09-07.0231769,be,2.17,15.466,12.549,0.016,36.659,0.525,V
2457638.52639,2016-09-07.0244666,be,2.18,15.417,12.579,0.017,35.656,0.557,V
2457638.52767,2016-09-07.0257473,be,2.12,15.420,12.557,0.017,36.404,0.553,V
2457639.61711,2016-09-08.1152840,be,1.51,15.576,12.561,0.015,36.260,0.474,V
2457639.61840,2016-09-08.1165806,be,1.45,15.579,12.580,0.015,35.637,0.470,V
2457639.61970,2016-09-08.1178812,be,1.44,15.555,12.572,0.014,35.874,0.475,V
2457645.57062,2016-09-14.0693640,be,1.51,15.237,12.593,0.020,35.203,0.634,V
2457645.57616,2016-09-14.0749063,be,1.61,15.057,12.600,0.024,34.958,0.754,V
2457648.57287,2016-09-17.0719032,be,1.54,15.277,12.570,0.019,35.969,0.611,V
2457648.57414,2016-09-17.0731766,be,1.52,15.339,12.556,0.017,36.438,0.578,V
2457648.57542,2016-09-17.0744563,be,1.50,15.342,12.564,0.017,36.155,0.576,V
2457651.55197,2016-09-20.0513047,be,1.51,15.605,12.567,0.013,36.071,0.450,V
2457651.55327,2016-09-20.0525996,be,1.51,15.585,12.575,0.014,35.802,0.461,V
2457652.58646,2016-09-21.0858885,be,1.45,15.543,12.573,0.014,35.869,0.481,V
2457652.58776,2016-09-21.0871890,be,1.44,15.487,12.559,0.015,36.328,0.501,V
2457652.58904,2016-09-21.0884732,be,1.49,15.544,12.571,0.014,35.935,0.481,V
2457655.52562,2016-09-24.0253439,be,1.40,15.605,12.583,0.014,35.570,0.456,V
2457655.52686,2016-09-24.0265850,be,1.50,15.654,12.562,0.014,36.251,0.438,V
2457655.52816,2016-09-24.0278783,be,1.42,15.603,12.572,0.013,35.921,0.454,V
2457657.57371,2016-09-26.0736318,be,1.43,15.595,12.530,0.014,37.317,0.463,V
2457657.57498,2016-09-26.0749074,be,1.45,15.594,12.543,0.013,36.869,0.461,V
2457657.57627,2016-09-26.0761993,be,1.47,15.581,12.546,0.014,36.781,0.472,V
2457659.53895,2016-09-28.0390640,be,1.53,15.575,12.591,0.014,35.271,0.466,V
2457659.54026,2016-09-28.0403744,be,1.48,15.603,12.580,0.013,35.649,0.453,V
2457659.54154,2016-09-28.0416651,be,1.51,15.690,12.567,0.013,36.079,0.423,V
2457662.54747,2016-10-01.0478836,be,1.55,15.560,12.520,0.014,37.683,0.480,V
2457662.54871,2016-10-01.0491251,be,1.64,15.546,12.520,0.014,37.654,0.483,V
2457662.55000,2016-10-01.0504160,be,1.63,15.613,12.519,0.013,37.680,0.452,V
2457664.55273,2016-10-03.0533376,be,1.71,15.522,12.574,0.015,35.831,0.491,V
2457664.55401,2016-10-03.0546225,be,1.72,15.559,12.561,0.015,36.282,0.476,V
2457664.55530,2016-10-03.0559148,be,1.65,15.548,12.565,0.015,36.108,0.480,V
2457672.52034,2016-10-11.0217274,be,1.45,15.169,12.600,0.022,34.977,0.703,V
2457672.52161,2016-10-11.0230031,be,1.50,15.478,12.585,0.016,35.473,0.518,V
2457672.52289,2016-10-11.0242797,be,1.51,15.355,12.575,0.017,35.805,0.570,V
2457676.52269,2016-10-15.0244626,be,1.52,15.292,12.560,0.018,36.274,0.603,V
2457676.52398,2016-10-15.0257506,be,1.52,15.232,12.530,0.019,37.336,0.645,V
2457676.52526,2016-10-15.0270285,be,1.51,15.414,12.572,0.017,35.912,0.542,V
2457680.51186,2016-10-19.0140025,be,2.34,15.452,12.530,0.016,37.345,0.547,V
2457680.51315,2016-10-19.0152924,be,2.31,15.436,12.541,0.016,36.958,0.556,V
2457680.51439,2016-10-19.0165348,be,2.31,15.427,12.511,0.016,37.981,0.561,V
2457683.50145,2016-10-22.0038568,be,1.59,15.521,12.586,0.016,35.457,0.496,V
2457683.50271,2016-10-22.0051253,be,1.54,15.614,12.583,0.014,35.560,0.456,V
2457683.50398,2016-10-22.0063887,be,1.54,15.524,12.572,0.015,35.904,0.493,V
2457799.88723,2017-02-15.3906822,be,1.52,15.231,12.550,0.019,36.641,0.635,V
2457799.88854,2017-02-15.3919906,be,1.64,15.257,12.593,0.020,35.192,0.627,V
2457799.88985,2017-02-15.3933050,be,1.61,15.206,12.565,0.020,36.156,0.660,V
2457800.88660,2017-02-16.3899799,be,1.58,15.357,12.576,0.018,35.760,0.573,V
2457800.88792,2017-02-16.3912903,be,1.49,15.332,12.576,0.018,35.787,0.591,V
2457800.88922,2017-02-16.3925890,be,1.51,15.280,12.589,0.019,35.357,0.612,V
2457813.85378,2017-03-01.3560410,be,1.57,15.481,12.558,0.016,36.360,0.511,V
